# number of observations n 
 450 
# number of categories m 
 4 
# dimension of parameter vector p 
 5 
# dimension of conditional variables q 
 4 
# number of groups ngp 
 15 
# response counts Y 
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
269.220510085023 375.260795325156 331.107134840283 262.742934973058
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
344.136518551853 388.574981615595 375.405239133584 286.382093307511
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
366.296402217466 269.355852741643 296.490770622607 316.846420810788
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
254.953274287823 407.121053662621 342.788761889027 335.172843508823
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
326.509744465341 454.914664487799 299.414729226896 321.301678657111
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
356.192279341552 341.631846252038 412.15116241672 348.691295900542
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
293.648011102601 336.653630922123 346.055528834596 362.986361192931
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
329.910036986197 389.741086405546 309.635244150692 376.670878578236
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
350.257687890226 327.15771528829 300.189918015867 322.896569798553
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
383.627079678138 301.41486212259 307.083439566253 366.88342232988
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
277.681960055771 326.373271699097 302.463086374812 338.104356988181
# groups 
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 
# Offset (log(q[i]/q[1])) 
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.628150019368901 -1.46509617704593 -0.117214423782423
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.627047529238083 0.109012582670993 -2.93890322637636
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -0.346332473466473 0.0625250684843055 -0.484054343040353
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 -1.42595711812986 -0.727642442061027 -3.06750802684802
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
0 0.472609343837097 -0.291612653584024 -0.655491169831685
