# number of observations n 
 338 
# number of categories m 
 4 
# dimension of parameter vector p 
 5 
# dimension of conditional variables q 
 4 
# number of groups ngp 
 12 
# response counts Y 
0 -0.0134175398512278 0.933338529021877 0.864375842507085
0 -0.0134175398512278 0.933338529021877 0.864375842507085
0 -0.0134175398512278 0.933338529021877 0.864375842507085
0 -0.0134175398512278 0.933338529021877 0.864375842507085
0 -0.0134175398512278 0.933338529021877 0.864375842507085
0 -0.0134175398512278 0.933338529021877 0.864375842507085
0 -0.0134175398512278 0.933338529021877 0.864375842507085
0 -0.0134175398512278 0.933338529021877 0.864375842507085
0 -0.0134175398512278 0.933338529021877 0.864375842507085
0 -0.0134175398512278 0.933338529021877 0.864375842507085
0 -0.0134175398512278 0.933338529021877 0.864375842507085
0 -0.0134175398512278 0.933338529021877 0.864375842507085
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 -0.120480716644654 0.824753918519244 1.10473155015411
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.0885925787419784 1.11348358788233 0.0258472254738779
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 0.110129337247478 1.18812113215142 0.394259743404815
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -1.25496654021059 -1.12234018346389 -0.693834479677236
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -0.480606222872496 -0.434715337416994 -0.0375003803423291
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 -1.06716111885735 -1.2559997482176 -0.687112856268537
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.932175298954131 0.311036008713429 0.309753563025639
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.634190212007775 0.246338775770832 0.499174734345061
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
0 0.826975131790557 0.382549358588829 -0.217487555330911
