# number of observations n 
 352 
# number of categories m 
 4 
# dimension of parameter vector p 
 6 
# dimension of conditional variables q 
 4 
# number of groups ngp 
 12 
# response counts Y 
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
279.7 263.2 351.8 263
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
208.2 141.3 357.1 138.6
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
464.7 243.6 414.3 194.9
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
550.1 291 362.9 173.8
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
445 337.4 449.5 424.3
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
431.2 356.3 573.7 301.7
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
501.2 424.1 399.7 304.2
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
643.3 547.9 408.7 238.1
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
345.1 420.6 382.3 125.9
# groups 
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 
# Offset (log(q[i]/q[1])) 
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 0.182321556793955 1.02961941718116 0.182321556793955
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.693147180559945 0.22314355131421 0.22314355131421
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 -0.154150679827258 0 -0.559615787935423
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.287682072451781 0.510825623765991 -0.405465108108164
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.587786664902119 -0.22314355131421 -0.22314355131421
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.916290731874155 0.693147180559945 0.693147180559945
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0.405465108108164 0 0
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 -0.287682072451781 -0.693147180559945
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.287682072451781 0
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.405465108108164 0.405465108108164
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
0 0 0.287682072451781 0.847297860387204
# number of prediction rows npred 
 50 
# prediction matrix Xpred 
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0971557361986605 0.134254877981327
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.09261891291553 0.11764867527083
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0880820896323995 0.101812162121902
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0835452663492691 0.0867453385345447
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0790084430661386 0.0724482045087571
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0744716197830081 0.0589207600445393
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0699347964998776 0.0461630051418914
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0653979732167472 0.0341749398008135
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0608611499336167 0.0229565640213054
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0563243266504862 0.0125078778033672
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0517875033673558 0.00282888114699898
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0472506800842253 -0.00608042594779943
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0427138568010948 -0.0142200434810279
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0381770335179643 -0.0215899714526865
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0336402102348339 -0.0281902098627752
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0291033869517034 -0.034020758711294
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0245665636685729 -0.0390816179982429
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0200297403854424 -0.0433727877236219
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.015492917102312 -0.046894267887431
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.0109560938191815 -0.0496460584896702
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.00641927053605103 -0.0516281595303395
1 0.333333333333333 0.333333333333333 0.333333333333333 -0.00188244725292056 -0.052840571009439
1 0.333333333333333 0.333333333333333 0.333333333333333 0.00265437603020992 -0.0532832929269685
1 0.333333333333333 0.333333333333333 0.333333333333333 0.00719119931334039 -0.0529563252829282
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0117280225964709 -0.0518596680773179
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0162648458796013 -0.0499933213101378
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0208016691627318 -0.0473572849813877
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0253384924458623 -0.0439515590910678
1 0.333333333333333 0.333333333333333 0.333333333333333 0.0298753157289927 -0.039776143639178
